home_team,away_team,home_score,away_score
Brentford,Tottenham,0,1
Fulham,Newcastle,1,2
Nottingham,Manchester Kék,0,2
Chelsea,Brighton,3,0
Liverpool,Aston Oroszlán,0,1
Newcastle,Brentford,0,1
Tottenham,Nottingham,3,1
Wolverhampton,Fulham,1,0
Crystal Palace,Chelsea,0,1
Aston Oroszlán,Everton,0,2
Vörös Ördögök,West Ham,7,0
Brighton,London Ágyúk,1,3
Manchester Kék,Liverpool,1,4
Fulham,Brighton,3,0
Brentford,Wolverhampton,3,1
Crystal Palace,Vörös Ördögök,0,2
Everton,Manchester Kék,1,1
Liverpool,Tottenham,1,2
Chelsea,London Ágyúk,1,0
West Ham,Aston Oroszlán,1,0
Nottingham,Newcastle,1,1
Manchester Kék,West Ham,4,0
Newcastle,Liverpool,0,0
Aston Oroszlán,Crystal Palace,0,1
Vörös Ördögök,Chelsea,0,1
London Ágyúk,Fulham,2,0
Tottenham,Everton,2,2
Brighton,Brentford,2,0
Wolverhampton,Nottingham,2,0
Chelsea,Fulham,1,0
Liverpool,Wolverhampton,5,2
Nottingham,Brighton,0,3
Vörös Ördögök,Aston Oroszlán,2,0
Crystal Palace,Manchester Kék,1,2
Everton,Newcastle,2,1
Brentford,London Ágyúk,1,1
West Ham,Tottenham,2,1
Aston Oroszlán,Chelsea,2,2
Tottenham,Crystal Palace,1,0
London Ágyúk,Nottingham,1,0
Fulham,Brentford,1,0
Newcastle,West Ham,5,1
Manchester Kék,Vörös Ördögök,2,0
Wolverhampton,Everton,1,0
Brighton,Liverpool,0,2
Nottingham,Fulham,5,0
Vörös Ördögök,Tottenham,3,2
Chelsea,Brentford,0,0
Liverpool,London Ágyúk,2,0
West Ham,Wolverhampton,2,3
Aston Oroszlán,Manchester Kék,0,4
Everton,Brighton,1,1
Crystal Palace,Newcastle,1,2
Chelsea,London Ágyúk,1,0
Tottenham,Aston Oroszlán,2,2
Newcastle,Vörös Ördögök,1,2
Manchester Kék,Chelsea,1,1
Wolverhampton,Crystal Palace,3,0
Fulham,Liverpool,0,2
Brighton,West Ham,2,0
Brentford,Nottingham,1,0
London Ágyúk,Everton,3,1
West Ham,London Ágyúk,2,2
Liverpool,Brentford,2,1
Everton,Fulham,2,0
Manchester Kék,Tottenham,5,1
Crystal Palace,Brighton,2,1
Chelsea,Nottingham,0,0
Aston Oroszlán,Newcastle,1,2
Vörös Ördögök,Wolverhampton,2,0
London Ágyúk,Crystal Palace,3,1
Tottenham,Chelsea,1,4
Newcastle,Manchester Kék,0,1
Nottingham,Liverpool,1,0
Wolverhampton,Aston Oroszlán,2,2
Brentford,Everton,1,0
Brighton,Vörös Ördögök,2,1
Fulham,West Ham,1,2
Manchester Kék,Wolverhampton,2,2
Chelsea,Liverpool,0,0
Vörös Ördögök,London Ágyúk,1,3
West Ham,Brentford,0,1
Tottenham,Newcastle,1,0
Everton,Nottingham,3,0
Crystal Palace,Fulham,1,1
Aston Oroszlán,Brighton,2,4
Nottingham,West Ham,0,2
London Ágyúk,Aston Oroszlán,1,0
Fulham,Vörös Ördögök,1,1
Brighton,Manchester Kék,0,3
Liverpool,Everton,1,0
Newcastle,Chelsea,2,3
Wolverhampton,Tottenham,1,2
Brentford,Crystal Palace,1,1
Aston Oroszlán,Nottingham,1,1
Brentford,Vörös Ördögök,0,1
West Ham,Chelsea,1,3
Crystal Palace,Manchester Kék,0,2
Newcastle,Everton,0,3
Brighton,Wolverhampton,0,2
London Ágyúk,Liverpool,2,1
Tottenham,Fulham,4,1
Manchester Kék,Tottenham,4,2
Chelsea,Aston Oroszlán,2,0
Vörös Ördögök,Newcastle,0,2
Brighton,London Ágyúk,1,0
Nottingham,Liverpool,1,3
Fulham,West Ham,1,1
Wolverhampton,Brentford,1,2
Everton,Crystal Palace,3,0
Newcastle,Wolverhampton,1,1
Aston Oroszlán,Fulham,0,0
Tottenham,Everton,2,1
London Ágyúk,Nottingham,2,1
Brentford,Brighton,1,1
West Ham,Manchester Kék,1,2
Liverpool,Chelsea,2,0
Crystal Palace,Vörös Ördögök,0,1
Brighton,Newcastle,1,2
Chelsea,Nottingham,1,0
Fulham,Liverpool,1,4
Vörös Ördögök,Tottenham,2,1
Wolverhampton,Crystal Palace,1,1
Everton,West Ham,3,0
Brentford,London Ágyúk,1,0
Manchester Kék,Aston Oroszlán,2,2
Tottenham,Wolverhampton,2,3
West Ham,Vörös Ördögök,1,2
Crystal Palace,Brighton,0,1
London Ágyúk,Chelsea,1,2
Liverpool,Manchester Kék,2,1
Nottingham,Fulham,1,2
Newcastle,Brentford,2,0
Aston Oroszlán,Everton,0,4
Brentford,Crystal Palace,1,0
Brighton,Tottenham,1,0
Fulham,Chelsea,1,0
Everton,Liverpool,0,1
Vörös Ördögök,Aston Oroszlán,0,0
Newcastle,London Ágyúk,3,0
Manchester Kék,Nottingham,0,1
Wolverhampton,West Ham,3,0
Nottingham,Everton,0,2
Aston Oroszlán,Wolverhampton,0,0
Chelsea,Manchester Kék,2,0
London Ágyúk,Fulham,4,0
Crystal Palace,Newcastle,1,1
Liverpool,Vörös Ördögök,6,1
Tottenham,Brentford,2,0
West Ham,Brighton,0,1
Crystal Palace,London Ágyúk,0,2
Brighton,Aston Oroszlán,0,2
Brentford,West Ham,1,0
Manchester Kék,Fulham,3,0
Everton,Chelsea,4,2
Wolverhampton,Liverpool,1,1
Newcastle,Tottenham,4,0
Vörös Ördögök,Nottingham,1,1
London Ágyúk,Manchester Kék,0,2
Chelsea,Vörös Ördögök,3,1
West Ham,Newcastle,1,1
Tottenham,Crystal Palace,1,1
Nottingham,Wolverhampton,1,2
Fulham,Everton,2,2
Liverpool,Brighton,3,2
Aston Oroszlán,Brentford,0,0
Crystal Palace,West Ham,3,1
Vörös Ördögök,Fulham,0,1
Tottenham,London Ágyúk,1,1
Newcastle,Aston Oroszlán,1,2
Brighton,Nottingham,1,1
Everton,Manchester Kék,0,2
Brentford,Liverpool,1,1
Wolverhampton,Chelsea,2,3
Manchester Kék,Vörös Ördögök,1,3
Fulham,Wolverhampton,5,1
London Ágyúk,Everton,3,1
Chelsea,Brighton,1,0
Aston Oroszlán,Crystal Palace,2,2
Nottingham,Brentford,0,0
West Ham,Tottenham,1,2
Liverpool,Newcastle,3,0
Newcastle,Nottingham,2,0
Tottenham,Aston Oroszlán,3,1
Crystal Palace,Liverpool,0,1
Vörös Ördögök,Everton,1,1
Brentford,Chelsea,0,1
West Ham,London Ágyúk,0,2
Wolverhampton,Manchester Kék,0,6
Brighton,Fulham,1,1
Chelsea,Newcastle,1,0
London Ágyúk,Vörös Ördögök,2,5
Everton,Wolverhampton,0,2
Aston Oroszlán,West Ham,0,1
Manchester Kék,Brighton,2,1
Liverpool,Tottenham,1,2
Fulham,Brentford,0,0
Nottingham,Crystal Palace,1,1
Brighton,Everton,0,1
Aston Oroszlán,London Ágyúk,0,3
Newcastle,Fulham,0,1
Tottenham,Nottingham,4,0
Wolverhampton,Vörös Ördögök,1,1
West Ham,Liverpool,2,0
Crystal Palace,Chelsea,0,1
Brentford,Manchester Kék,1,0
Nottingham,West Ham,0,2
Manchester Kék,Newcastle,0,1
Fulham,Crystal Palace,2,1
Everton,Brentford,2,2
Liverpool,Aston Oroszlán,2,2
London Ágyúk,Wolverhampton,1,0
Vörös Ördögök,Brighton,0,1
Chelsea,Tottenham,1,0
Nottingham,Aston Oroszlán,2,0
Vörös Ördögök,Brentford,1,2
Chelsea,West Ham,3,0
Manchester Kék,Crystal Palace,3,0
Everton,Newcastle,4,1
Wolverhampton,Brighton,1,2
Liverpool,London Ágyúk,2,3
Fulham,Tottenham,1,1
Tottenham,Manchester Kék,3,2
Aston Oroszlán,Chelsea,1,2
Newcastle,Vörös Ördögök,1,0
London Ágyúk,Brighton,1,1
Liverpool,Nottingham,4,0
West Ham,Fulham,1,1
Brentford,Wolverhampton,2,1
Crystal Palace,Everton,0,0
Wolverhampton,Newcastle,0,1
Fulham,Aston Oroszlán,0,1
Everton,Tottenham,0,1
Nottingham,London Ágyúk,1,3
Brighton,Brentford,0,2
Manchester Kék,West Ham,3,1
Chelsea,Liverpool,0,0
Vörös Ördögök,Crystal Palace,1,1
Newcastle,Brighton,0,2
Nottingham,Chelsea,0,0
Liverpool,Fulham,0,0
Tottenham,Vörös Ördögök,3,3
Crystal Palace,Wolverhampton,2,1
West Ham,Everton,1,2
London Ágyúk,Brentford,0,0
Aston Oroszlán,Manchester Kék,1,0
Wolverhampton,Tottenham,0,4
Vörös Ördögök,West Ham,2,0
Brighton,Crystal Palace,3,1
Chelsea,London Ágyúk,2,1
Manchester Kék,Liverpool,4,2
Fulham,Nottingham,2,0
Brentford,Newcastle,0,1
Everton,Aston Oroszlán,3,2
Crystal Palace,Brentford,0,1
Tottenham,Brighton,1,3
Chelsea,Fulham,1,1
Liverpool,Everton,1,1
Aston Oroszlán,Vörös Ördögök,1,2
London Ágyúk,Newcastle,1,2
Nottingham,Manchester Kék,0,0
West Ham,Wolverhampton,1,2
Everton,Nottingham,2,0
Wolverhampton,Aston Oroszlán,0,0
Manchester Kék,Chelsea,1,2
Fulham,London Ágyúk,4,0
Newcastle,Crystal Palace,1,1
Vörös Ördögök,Liverpool,0,4
Brentford,Tottenham,4,2
Brighton,West Ham,3,0
London Ágyúk,Crystal Palace,1,1
Aston Oroszlán,Brighton,0,2
West Ham,Brentford,0,1
Fulham,Manchester Kék,1,1
Chelsea,Everton,2,0
Liverpool,Wolverhampton,4,2
Tottenham,Newcastle,1,0
Nottingham,Vörös Ördögök,1,0
Manchester Kék,London Ágyúk,1,0
Vörös Ördögök,Chelsea,2,3
Newcastle,West Ham,3,1
Crystal Palace,Tottenham,3,1
Wolverhampton,Nottingham,3,1
Everton,Fulham,1,0
Brighton,Liverpool,0,1
Brentford,Aston Oroszlán,2,0
West Ham,Crystal Palace,1,1
Fulham,Vörös Ördögök,1,1
London Ágyúk,Tottenham,3,0
Aston Oroszlán,Newcastle,0,0
Nottingham,Brighton,1,2
Manchester Kék,Everton,0,0
Liverpool,Brentford,1,0
Chelsea,Wolverhampton,2,0
Vörös Ördögök,Manchester Kék,2,3
Wolverhampton,Fulham,1,0
Everton,London Ágyúk,0,0
Brighton,Chelsea,0,1
Crystal Palace,Aston Oroszlán,0,1
Brentford,Nottingham,1,1
Tottenham,West Ham,2,1
Newcastle,Liverpool,0,2
Nottingham,Newcastle,1,2
Aston Oroszlán,Tottenham,0,2
Liverpool,Crystal Palace,4,0
Everton,Vörös Ördögök,3,2
Chelsea,Brentford,2,0
London Ágyúk,West Ham,2,1
Manchester Kék,Wolverhampton,2,0
Fulham,Brighton,2,1
Newcastle,Chelsea,2,4
Vörös Ördögök,London Ágyúk,3,0
Wolverhampton,Everton,3,1
West Ham,Aston Oroszlán,1,1
Brighton,Manchester Kék,0,3
Tottenham,Liverpool,3,2
Brentford,Fulham,1,0
Crystal Palace,Nottingham,1,1
Everton,Brighton,2,0
London Ágyúk,Aston Oroszlán,3,2
Fulham,Newcastle,1,5
Nottingham,Tottenham,2,3
Vörös Ördögök,Wolverhampton,2,2
Liverpool,West Ham,4,0
Chelsea,Crystal Palace,0,1
Manchester Kék,Brentford,2,1
West Ham,Nottingham,0,1
Newcastle,Manchester Kék,1,2
Crystal Palace,Fulham,2,0
Brentford,Everton,1,2
Aston Oroszlán,Liverpool,0,1
Wolverhampton,London Ágyúk,0,0
Brighton,Vörös Ördögök,0,3
Tottenham,Chelsea,2,0
Wolverhampton,Crystal Palace,0,1
Aston Oroszlán,Brentford,0,2
Manchester Kék,West Ham,4,1
Fulham,Everton,0,2
Tottenham,Chelsea,3,0
Newcastle,Brighton,0,1
London Ágyúk,Nottingham,2,1
Liverpool,Vörös Ördögök,2,1
Everton,Liverpool,1,0
West Ham,Wolverhampton,1,1
Brentford,Tottenham,2,0
Newcastle,London Ágyúk,2,3
Crystal Palace,Nottingham,3,2
Vörös Ördögök,Manchester Kék,1,2
Brighton,Aston Oroszlán,1,0
Chelsea,Fulham,2,0
Tottenham,Brighton,1,0
Wolverhampton,Vörös Ördögök,2,3
Liverpool,Chelsea,2,0
London Ágyúk,Crystal Palace,1,1
Aston Oroszlán,Newcastle,0,1
Manchester Kék,Everton,2,0
Nottingham,West Ham,0,1
Fulham,Brentford,1,2
Newcastle,Tottenham,2,2
West Ham,Crystal Palace,0,1
Vörös Ördögök,Nottingham,4,0
Brentford,Liverpool,1,0
Brighton,Fulham,1,0
Chelsea,Manchester Kék,4,1
Aston Oroszlán,London Ágyúk,0,0
Everton,Wolverhampton,5,1
Liverpool,Brighton,0,0
Manchester Kék,Brentford,1,0
Fulham,Newcastle,3,3
London Ágyúk,West Ham,1,0
Nottingham,Everton,0,2
Crystal Palace,Vörös Ördögök,0,0
Tottenham,Aston Oroszlán,2,1
Wolverhampton,Chelsea,3,2
Aston Oroszlán,Fulham,1,1
Newcastle,Liverpool,2,4
Vörös Ördögök,West Ham,3,0
Chelsea,Nottingham,2,0
Brentford,Wolverhampton,0,1
Tottenham,London Ágyúk,3,0
Everton,Crystal Palace,0,0
Brighton,Manchester Kék,1,2
Crystal Palace,Chelsea,1,2
Wolverhampton,Brighton,1,0
West Ham,Everton,2,1
London Ágyúk,Vörös Ördögök,3,2
Fulham,Tottenham,0,2
Nottingham,Brentford,2,1
Liverpool,Aston Oroszlán,2,0
Manchester Kék,Newcastle,5,0
Fulham,London Ágyúk,3,0
Newcastle,Wolverhampton,4,0
Aston Oroszlán,Manchester Kék,1,4
Everton,Vörös Ördögök,2,3
Chelsea,West Ham,1,1
Brighton,Nottingham,2,0
Tottenham,Liverpool,1,0
Brentford,Crystal Palace,1,2
London Ágyúk,Everton,2,2
West Ham,Brentford,2,3
Manchester Kék,Tottenham,2,0
Liverpool,Fulham,1,1
Crystal Palace,Brighton,3,2
Vörös Ördögök,Chelsea,5,1
Nottingham,Newcastle,4,1
Wolverhampton,Aston Oroszlán,2,0
Fulham,Manchester Kék,0,2
Brentford,Vörös Ördögök,1,1
Liverpool,London Ágyúk,2,2
Tottenham,Wolverhampton,2,0
Newcastle,Crystal Palace,0,1
Chelsea,Everton,1,2
Aston Oroszlán,Nottingham,1,0
Brighton,West Ham,1,3
Everton,Brentford,5,1
Vörös Ördögök,Brighton,4,2
London Ágyúk,Chelsea,1,1
West Ham,Newcastle,0,1
Wolverhampton,Fulham,1,1
Crystal Palace,Aston Oroszlán,2,0
Manchester Kék,Liverpool,2,2
Nottingham,Tottenham,2,1
Tottenham,Crystal Palace,2,0
Liverpool,Wolverhampton,5,1
Fulham,Nottingham,2,2
Brentford,Chelsea,1,0
Aston Oroszlán,West Ham,2,0
Manchester Kék,London Ágyúk,0,1
Brighton,Everton,1,3
Newcastle,Vörös Ördögök,4,3
West Ham,Tottenham,0,1
London Ágyúk,Brentford,1,0
Chelsea,Brighton,1,0
Wolverhampton,Manchester Kék,2,3
Everton,Newcastle,1,1
Nottingham,Liverpool,1,2
Vörös Ördögök,Aston Oroszlán,4,0
Crystal Palace,Fulham,2,2
Newcastle,Chelsea,1,4
Wolverhampton,London Ágyúk,3,0
Tottenham,Vörös Ördögök,2,2
Liverpool,Crystal Palace,3,0
Brighton,Brentford,0,1
Manchester Kék,Nottingham,1,0
Fulham,West Ham,2,0
Aston Oroszlán,Everton,0,1
Crystal Palace,Manchester Kék,0,1
Everton,Tottenham,0,1
Vörös Ördögök,Fulham,0,2
Chelsea,Aston Oroszlán,5,0
Nottingham,Wolverhampton,0,2
London Ágyúk,Brighton,1,2
Brentford,Newcastle,0,1
West Ham,Liverpool,0,2
Crystal Palace,Wolverhampton,2,2
Brentford,Aston Oroszlán,2,2
West Ham,Manchester Kék,1,1
Everton,Fulham,2,0
Chelsea,Tottenham,1,1
Brighton,Newcastle,0,1
Nottingham,London Ágyúk,0,4
Vörös Ördögök,Liverpool,1,0
Liverpool,Everton,1,0
Wolverhampton,West Ham,4,1
Tottenham,Brentford,1,3
London Ágyúk,Newcastle,1,2
Nottingham,Crystal Palace,2,1
Manchester Kék,Vörös Ördögök,4,2
Aston Oroszlán,Brighton,2,0
Fulham,Chelsea,4,2
Brighton,Tottenham,0,1
Vörös Ördögök,Wolverhampton,3,2
Chelsea,Liverpool,1,1
Crystal Palace,London Ágyúk,1,3
Newcastle,Aston Oroszlán,1,0
Everton,Manchester Kék,1,0
West Ham,Nottingham,2,2
Brentford,Fulham,1,2
Tottenham,Newcastle,1,0
Crystal Palace,West Ham,0,0
Nottingham,Vörös Ördögök,0,2
Liverpool,Brentford,2,2
Fulham,Brighton,1,1
Manchester Kék,Chelsea,1,1
London Ágyúk,Aston Oroszlán,1,1
Wolverhampton,Everton,1,1
Brighton,Liverpool,0,5
Brentford,Manchester Kék,1,2
Newcastle,Fulham,4,1
West Ham,London Ágyúk,3,0
Everton,Nottingham,2,2
Vörös Ördögök,Crystal Palace,0,0
Aston Oroszlán,Tottenham,0,2
Chelsea,Wolverhampton,2,0
Fulham,Aston Oroszlán,2,0
Liverpool,Newcastle,2,0
West Ham,Vörös Ördögök,1,1
Nottingham,Chelsea,1,2
Wolverhampton,Brentford,2,1
London Ágyúk,Tottenham,3,1
Crystal Palace,Everton,1,1
Manchester Kék,Brighton,0,0
Chelsea,Crystal Palace,3,1
Brighton,Wolverhampton,2,2
Everton,West Ham,6,0
Vörös Ördögök,London Ágyúk,2,0
Tottenham,Fulham,0,1
Brentford,Nottingham,2,2
Aston Oroszlán,Liverpool,1,1
Newcastle,Manchester Kék,2,4
London Ágyúk,Fulham,1,0
Wolverhampton,Newcastle,2,1
Manchester Kék,Aston Oroszlán,3,0
Vörös Ördögök,Everton,1,1
West Ham,Chelsea,0,1
Nottingham,Brighton,2,1
Liverpool,Tottenham,1,0
Crystal Palace,Brentford,1,0
Everton,London Ágyúk,1,2
Brentford,West Ham,2,2
Tottenham,Manchester Kék,0,1
Fulham,Liverpool,0,0
Brighton,Crystal Palace,2,0
Chelsea,Vörös Ördögök,2,1
Newcastle,Nottingham,1,1
Aston Oroszlán,Wolverhampton,1,1
Manchester Kék,Fulham,4,1
Vörös Ördögök,Brentford,0,0
London Ágyúk,Liverpool,2,0
Wolverhampton,Tottenham,0,2
Crystal Palace,Newcastle,1,0
Everton,Chelsea,1,0
Nottingham,Aston Oroszlán,0,1
West Ham,Brighton,2,2
Brentford,Everton,0,2
Brighton,Vörös Ördögök,0,5
Chelsea,London Ágyúk,4,1
Newcastle,West Ham,2,1
Fulham,Wolverhampton,2,1
Aston Oroszlán,Crystal Palace,1,1
Liverpool,Manchester Kék,0,1
Tottenham,Nottingham,1,2
Crystal Palace,Tottenham,0,1
Wolverhampton,Liverpool,1,2
Nottingham,Fulham,0,3
Chelsea,Brentford,0,0
West Ham,Aston Oroszlán,2,2
London Ágyúk,Manchester Kék,2,2
Everton,Brighton,5,0
Vörös Ördögök,Newcastle,1,2
Tottenham,West Ham,0,1
Brentford,London Ágyúk,1,0
Brighton,Chelsea,2,4
Manchester Kék,Wolverhampton,3,1
Newcastle,Everton,0,0
Liverpool,Nottingham,0,1
Aston Oroszlán,Vörös Ördögök,0,1
Fulham,Crystal Palace,1,0
Chelsea,Newcastle,3,1
London Ágyúk,Wolverhampton,1,1
Vörös Ördögök,Tottenham,3,1
Crystal Palace,Liverpool,0,0
Brentford,Brighton,1,0
Nottingham,Manchester Kék,1,2
West Ham,Fulham,1,0
Everton,Aston Oroszlán,3,2
Manchester Kék,Crystal Palace,0,0
Tottenham,Everton,1,2
Fulham,Vörös Ördögök,0,4
Aston Oroszlán,Chelsea,1,2
Wolverhampton,Nottingham,0,2
Brighton,London Ágyúk,2,0
Newcastle,Brentford,1,1
Liverpool,West Ham,3,0
Brentford,Everton,2,3
Vörös Ördögök,Tottenham,1,1
West Ham,Aston Oroszlán,2,2
London Ágyúk,Fulham,0,0
Brighton,Crystal Palace,1,0
Chelsea,Nottingham,2,0
Liverpool,Wolverhampton,1,1
Newcastle,Manchester Kék,1,2
Fulham,Newcastle,4,1
Aston Oroszlán,Brentford,1,1
Tottenham,Brighton,1,0
Chelsea,Liverpool,1,2
Everton,Wolverhampton,3,2
Manchester Kék,West Ham,3,2
Nottingham,Vörös Ördögök,2,1
Crystal Palace,London Ágyúk,2,2
Brighton,Nottingham,2,0
Brentford,Manchester Kék,2,1
Newcastle,Crystal Palace,1,0
Liverpool,Everton,1,1
Vörös Ördögök,Chelsea,1,2
West Ham,Fulham,1,0
Wolverhampton,Aston Oroszlán,2,1
London Ágyúk,Tottenham,2,1
Chelsea,Brighton,1,1
Aston Oroszlán,Everton,1,3
Manchester Kék,Wolverhampton,4,1
Tottenham,Newcastle,2,1
Nottingham,London Ágyúk,2,0
Crystal Palace,West Ham,1,1
Vörös Ördögök,Liverpool,1,2
Fulham,Brentford,1,1
Newcastle,Nottingham,0,1
West Ham,Tottenham,1,3
London Ágyúk,Chelsea,2,0
Liverpool,Aston Oroszlán,4,0
Wolverhampton,Fulham,3,1
Everton,Manchester Kék,2,2
Brighton,Vörös Ördögök,2,1
Brentford,Crystal Palace,2,1
Vörös Ördögök,London Ágyúk,1,1
Chelsea,Newcastle,1,1
Manchester Kék,Aston Oroszlán,4,1
Crystal Palace,Wolverhampton,1,2
Tottenham,Brentford,2,1
Brighton,Liverpool,0,3
Fulham,Everton,0,2
Nottingham,West Ham,0,0
Everton,Crystal Palace,0,0
Brentford,Nottingham,1,0
Aston Oroszlán,Fulham,0,2
Liverpool,Manchester Kék,5,1
London Ágyúk,Brighton,4,0
Wolverhampton,Tottenham,1,2
Newcastle,Vörös Ördögök,1,1
West Ham,Chelsea,2,2
London Ágyúk,Liverpool,1,1
Chelsea,Brentford,1,0
Vörös Ördögök,West Ham,2,1
Fulham,Manchester Kék,1,1
Crystal Palace,Aston Oroszlán,1,0
Nottingham,Wolverhampton,0,2
Brighton,Newcastle,0,2
Tottenham,Everton,1,1
Liverpool,Fulham,1,0
Aston Oroszlán,Tottenham,2,0
West Ham,Brighton,0,2
Newcastle,London Ágyúk,3,2
Everton,Nottingham,1,1
Manchester Kék,Crystal Palace,3,0
Wolverhampton,Chelsea,0,3
Brentford,Vörös Ördögök,1,1
London Ágyúk,West Ham,2,1
Tottenham,Manchester Kék,3,4
Newcastle,Liverpool,2,1
Brighton,Brentford,0,0
Chelsea,Everton,0,1
Crystal Palace,Fulham,0,1
Vörös Ördögök,Wolverhampton,1,1
Nottingham,Aston Oroszlán,2,0
Fulham,Tottenham,0,1
Manchester Kék,Nottingham,2,0
Liverpool,Crystal Palace,3,0
Aston Oroszlán,Chelsea,0,1
Brentford,London Ágyúk,2,1
Everton,Vörös Ördögök,1,4
West Ham,Newcastle,1,0
Wolverhampton,Brighton,1,0
Brighton,Everton,2,4
Newcastle,Brentford,2,1
London Ágyúk,Wolverhampton,4,1
Tottenham,Crystal Palace,0,0
Vörös Ördögök,Aston Oroszlán,3,2
West Ham,Liverpool,0,0
Nottingham,Fulham,1,0
Chelsea,Manchester Kék,3,1
Aston Oroszlán,Brighton,1,1
Liverpool,Tottenham,2,0
Crystal Palace,Nottingham,2,2
Brentford,West Ham,3,0
Fulham,Chelsea,0,3
Wolverhampton,Newcastle,4,1
Manchester Kék,Vörös Ördögök,1,3
Everton,London Ágyúk,0,1
Chelsea,Crystal Palace,2,2
Brentford,Liverpool,2,2
Brighton,Manchester Kék,0,3
Newcastle,Everton,2,1
Nottingham,Tottenham,1,3
West Ham,Wolverhampton,1,2
London Ágyúk,Aston Oroszlán,0,1
Vörös Ördögök,Fulham,1,0
Everton,West Ham,0,0
Fulham,Brighton,1,1
Manchester Kék,London Ágyúk,6,1
Crystal Palace,Vörös Ördögök,0,1
Wolverhampton,Brentford,2,2
Liverpool,Nottingham,4,2
Tottenham,Chelsea,1,2
Aston Oroszlán,Newcastle,3,1
Everton,Brentford,0,2
Tottenham,Vörös Ördögök,2,2
Aston Oroszlán,West Ham,0,3
Fulham,London Ágyúk,2,4
Crystal Palace,Brighton,2,0
Nottingham,Chelsea,1,0
Wolverhampton,Liverpool,2,3
Manchester Kék,Newcastle,4,2
Newcastle,Fulham,1,0
Brentford,Aston Oroszlán,0,0
Brighton,Tottenham,0,2
Liverpool,Chelsea,0,2
Wolverhampton,Everton,0,1
West Ham,Manchester Kék,0,2
Vörös Ördögök,Nottingham,2,1
London Ágyúk,Crystal Palace,3,0
Nottingham,Brighton,2,1
Manchester Kék,Brentford,1,1
Crystal Palace,Newcastle,1,1
Everton,Liverpool,1,0
Chelsea,Vörös Ördögök,2,0
Fulham,West Ham,2,0
Aston Oroszlán,Wolverhampton,0,1
Tottenham,London Ágyúk,1,1
Brighton,Chelsea,0,2
Everton,Aston Oroszlán,2,2
Wolverhampton,Manchester Kék,4,2
Newcastle,Tottenham,1,1
London Ágyúk,Nottingham,2,0
West Ham,Crystal Palace,1,0
Liverpool,Vörös Ördögök,1,1
Brentford,Fulham,0,0
Nottingham,Newcastle,2,4
Tottenham,West Ham,2,2
Chelsea,London Ágyúk,0,0
Aston Oroszlán,Liverpool,0,1
Fulham,Wolverhampton,4,1
Manchester Kék,Everton,2,0
Vörös Ördögök,Brighton,1,1
Crystal Palace,Brentford,1,0
London Ágyúk,Vörös Ördögök,2,0
Newcastle,Chelsea,0,2
Aston Oroszlán,Manchester Kék,1,4
Wolverhampton,Crystal Palace,1,0
Brentford,Tottenham,1,1
Liverpool,Brighton,2,0
Everton,Fulham,2,2
West Ham,Nottingham,2,1
Crystal Palace,Everton,1,2
Nottingham,Brentford,2,0
Fulham,Aston Oroszlán,0,2
Manchester Kék,Liverpool,1,0
Brighton,London Ágyúk,1,3
Tottenham,Wolverhampton,4,0
Vörös Ördögök,Newcastle,0,0
Chelsea,West Ham,5,0
Liverpool,London Ágyúk,2,2
Brentford,Chelsea,2,2
West Ham,Vörös Ördögök,0,1
Manchester Kék,Fulham,2,2
Aston Oroszlán,Crystal Palace,0,2
Wolverhampton,Nottingham,3,1
Newcastle,Brighton,3,0
Everton,Tottenham,3,1
Fulham,Liverpool,0,3
Tottenham,Aston Oroszlán,2,1
Brighton,West Ham,1,2
London Ágyúk,Newcastle,2,2
Nottingham,Everton,0,1
Crystal Palace,Manchester Kék,1,0
Chelsea,Wolverhampton,1,1
Vörös Ördögök,Brentford,3,2
West Ham,London Ágyúk,0,3
Manchester Kék,Tottenham,1,2
Liverpool,Newcastle,1,0
Brentford,Brighton,0,1
Everton,Chelsea,0,0
Fulham,Crystal Palace,1,0
Wolverhampton,Vörös Ördögök,0,0
Aston Oroszlán,Nottingham,0,0
Tottenham,Fulham,3,1
Nottingham,Manchester Kék,2,3
Crystal Palace,Liverpool,1,2
Chelsea,Aston Oroszlán,0,1
London Ágyúk,Brentford,1,3
Vörös Ördögök,Everton,2,0
Newcastle,West Ham,3,2
Brighton,Wolverhampton,1,1
Everton,Brighton,0,1
Brentford,Newcastle,2,1
Wolverhampton,London Ágyúk,1,0
Crystal Palace,Tottenham,1,2
Aston Oroszlán,Vörös Ördögök,0,4
Liverpool,West Ham,1,1
Fulham,Nottingham,2,0
Manchester Kék,Chelsea,3,1
Brighton,Aston Oroszlán,1,1
Tottenham,Liverpool,2,3
Nottingham,Crystal Palace,0,1
West Ham,Brentford,2,2
Chelsea,Fulham,3,3
Newcastle,Wolverhampton,1,1
Vörös Ördögök,Manchester Kék,3,1
London Ágyúk,Everton,2,0
Crystal Palace,Chelsea,1,1
Liverpool,Brentford,3,1
Manchester Kék,Brighton,3,1
Everton,Newcastle,2,0
Tottenham,Nottingham,1,0
Wolverhampton,West Ham,1,1
Aston Oroszlán,London Ágyúk,0,1
Fulham,Vörös Ördögök,1,3
West Ham,Everton,1,2
Brighton,Fulham,2,0
London Ágyúk,Manchester Kék,2,0
Vörös Ördögök,Crystal Palace,1,0
